targetGene,N_TFs,RSquared,
HIPK1,15,0.768537939,
HIPK3,15,0.769196893,
HIST1H1C,15,0.443657913,
HIST1H1E,15,0.300901494,
HIST1H2AC,15,0.541332688,
HIST1H2AG,15,0.253777926,
HIST1H2AM,15,0.358864286,
HIST1H2BC,15,0.482909521,
HIST1H2BD,15,0.372301948,
HIST1H2BG,15,0.296858248,
HIST1H2BK,15,0.337713663,
HIST1H4E,14,0.265250953,
HIST1H4H,15,0.343708508,
HIST1H4I,15,0.318961969,
HIST2H2BE,15,0.609799512,
HIST3H2A,15,0.261073344,
HIST4H4,15,0.487783509,
HIVEP3,15,0.366155084,
HJURP,15,0.364539413,
HK2,15,0.705408436,
HLA-DMA,15,0.32220828,
HLA-DRB6,12,0.375502003,
HLA-F,15,0.279057716,
HLF,15,0.473560574,
HLTF,15,0.593522394,
HLX,15,0.52293085,
HM13,15,0.554886362,
HMBOX1,14,0.433835883,
HMCN1,15,0.505434461,
HMGA1,15,0.712325084,
HMGB1,15,0.575612642,
HMGB2,15,0.675205342,
HMGCL,15,0.324880694,
HMGCLL1,15,0.407414647,
HMGCR,7,0.260560605,
HMGCS1,15,0.40886309,
HMGN2,15,0.271639528,
HMGN3,15,0.309987079,
HMGXB4,15,0.64957757,
HMMR,15,0.556153792,
HNMT,15,0.630132203,
HNRNPA0,15,0.685128942,
HNRNPA1,15,0.574910724,
HNRNPA1P22,14,0.397099358,
HNRNPA3,15,0.338942425,
HNRNPAB,15,0.507956432,
HNRNPC,15,0.532830413,
HNRNPF,15,0.575143024,
HNRNPH1,15,0.524239605,
HNRNPH2,15,0.423176767,
HNRNPH3,15,0.671482005,
HNRNPK,15,0.704525755,
HNRNPM,15,0.459236901,
HNRNPR,15,0.600818704,
HNRNPU,15,0.501459186,
HNRNPUL1,15,0.496860618,
HNRNPUL2,15,0.588843441,
HNRNPUL2-BSCL2,15,0.409662077,
HOMER1,15,0.523741145,
HOOK2,15,0.377845812,
HOOK3,15,0.332839775,
HOPX,15,0.538528405,
HOXA10,15,0.670127867,
HOXA13,15,0.518129109,
HOXA9,15,0.392004227,
HOXB4,15,0.386230046,
HOXB6,15,0.291045091,
HOXB7,15,0.296965828,
HOXC4,15,0.381945468,
HOXC6,15,0.3884772,
HP1BP3,15,0.56366241,
HPDL,15,0.536954859,
HPGDS,15,0.44662577,
HPRT1,15,0.59076748,
HPS3,15,0.346081583,
HPS5,15,0.301551637,
HPS6,15,0.47009224,
HRAS,15,0.254269088,
HRH2,10,0.48255458,
HS3ST3B1,15,0.777014695,
HS6ST1,15,0.358179427,
HS6ST2,15,0.526662832,
HSBP1,15,0.271351779,
HSD11B2,15,0.517394049,
HSD17B1,15,0.635001226,
HSD17B12,15,0.354401126,
HSD17B1P1,15,0.507963965,
HSD17B4,11,0.396125337,
HSD17B7,15,0.34909468,
HSD3B1,15,0.731756636,
HSD3BP4,15,0.273286541,
HSDL1,15,0.313689996,
HSF1,10,0.266438981,
HSF5,15,0.438072803,
HSP90AA1,15,0.43019615,
HSP90AB1,15,0.401049582,
HSP90B1,15,0.456035561,
HSPA12A,15,0.285284747,
HSPA13,15,0.528808383,
HSPA2,15,0.368830191,
HSPA4,11,0.262993644,
HSPA4L,15,0.270875813,
HSPA6,15,0.311885203,
HSPA8,15,0.442696109,
HSPA9,15,0.515693879,
HSPB1,15,0.368438582,
HSPB11,15,0.37362591,
HSPB8,15,0.526997379,
HSPBP1,15,0.561647199,
HSPD1,15,0.458287891,
HSPD1P11,15,0.526480484,
HSPE1,15,0.50177192,
HSPG2,15,0.555931522,
HTATIP2,15,0.343628014,
HTN3,15,0.31040071,
HTR1B,15,0.311601969,
HTRA1,15,0.426426982,
HTRA2,15,0.526792659,
HTRA3,15,0.563487809,
HTRA4,15,0.366830575,
HUNK,15,0.417231295,
HVCN1,15,0.45500778,
HYI,15,0.478190919,
HYLS1,15,0.322746813,
HYOU1,15,0.445133422,
IAH1,15,0.470423227,
IARS,15,0.558966607,
ICA1L,15,0.26167808,
ICAM1,15,0.693087145,
ICAM3,15,0.317812776,
ICE1,15,0.387123691,
ICK,15,0.789350213,
ID1,15,0.580000888,
ID2,15,0.461252448,
ID3,15,0.485805011,
IDE,10,0.310226775,
IDH1,15,0.407500196,
IDH2,15,0.423865494,
IDH3A,15,0.53261596,
IDH3B,15,0.619120378,
IDO1,14,0.394851554,
IER2,15,0.69386509,
IER3IP1,15,0.357991541,
IER5,15,0.65496947,
IER5L,15,0.594598635,
IFFO2,15,0.38369078,
IFI16,15,0.735348828,
IFI27,15,0.561230114,
IFI30,15,0.371330886,
IFI44L,9,0.315144605,
IFI6,15,0.708286192,
IFIH1,15,0.399405971,
IFIT1,15,0.548391604,
IFIT2,15,0.455010584,
IFIT5,15,0.259195498,
IFITM1,15,0.711736306,
IFITM2,15,0.47960577,
IFITM3,15,0.537269849,
IFNAR2,15,0.364916931,
IFNGR2,15,0.47780868,
IFT140,15,0.416048252,
IFT20,15,0.544586652,
IFT22,15,0.443096202,
IFT43,15,0.534935144,
IFT74,15,0.283629837,
IGBP1,14,0.321219403,
IGDCC3,15,0.360167687,
IGF1R,15,0.426364666,
IGF2,15,0.664935589,
IGF2BP1,8,0.35188915,
IGF2BP3,15,0.695145461,
IGFBP2,15,0.543975666,
IGFBP3,15,0.58873158,
IGFBP4,15,0.748712092,
IGFBP5,15,0.51594349,
IGFBP7,15,0.740634581,
IGHA1,15,0.373927623,
IGHA2,15,0.26584659,
IGSF3,15,0.733190497,
IGSF5,15,0.43449266,
IGSF8,15,0.36151829,
IK,15,0.408281603,
IKBIP,15,0.593139294,
IKBKE,15,0.367806235,
IKZF1,15,0.680376043,
IKZF3,15,0.465764227,
IKZF4,7,0.323889712,
IKZF5,15,0.35285366,
IL10,15,0.421712227,
IL10RA,15,0.711707592,
IL10RB,15,0.488690401,
IL12RB2,15,0.335252154,
IL13RA1,15,0.688921029,
IL15,15,0.457189468,
IL15RA,15,0.565620166,
IL16,5,0.483633051,
IL17D,14,0.612329214,
IL17RA,15,0.384243908,
IL17RE,15,0.366529587,
IL18,15,0.515699744,
IL18BP,15,0.318672687,
IL18R1,15,0.499782541,
IL1A,15,0.381478388,
IL1R1,15,0.366054145,
IL1R2,15,0.76401046,
IL1RAP,15,0.591983201,
IL1RAPL2,15,0.291304065,
IL1RN,15,0.285333815,
IL22RA2,15,0.298340742,
IL27,15,0.289252935,
IL2RA,10,0.417256203,
IL2RG,15,0.507022642,
IL32,15,0.360633883,
IL6,15,0.313079062,
IL6R,15,0.30782414,
IL6ST,15,0.767441795,
IL7R,15,0.252886039,
ILDR1,15,0.537008758,
ILDR2,15,0.642768822,
ILF2,15,0.645125467,
ILK,15,0.534964374,
ILKAP,14,0.409112682,
IMMT,15,0.331055138,
IMP3,15,0.4922524,
IMP4,15,0.352367733,
IMPA1,15,0.317637626,
IMPACT,11,0.299902869,
IMPDH1,15,0.658829788,
IMPDH2,15,0.692478433,
INAFM1,15,0.252332087,
INAFM2,15,0.376351419,
INAVA,15,0.279068335,
INCENP,6,0.315690172,
INF2,15,0.367425292,
ING1,15,0.392354835,
ING2,15,0.323469267,
ING3,15,0.39896452,
ING4,15,0.284004708,
INHA,15,0.504033505,
INHBA,15,0.831168376,
INHBB,10,0.306939585,
INMT,15,0.477001673,
INO80,15,0.478721998,
INO80B,15,0.381427515,
INO80C,15,0.572712805,
INO80D,15,0.636755169,
INO80E,15,0.258982202,
INPP1,15,0.425481829,
INPP4B,15,0.405044038,
INPP5E,15,0.391125772,
INPP5K,11,0.286456368,
INPPL1,15,0.336874198,
INSIG1,15,0.694804649,
INSL4,14,0.293135673,
INSR,15,0.622843945,
INTS1,15,0.365506071,
INTS11,15,0.541615102,
INTS14,15,0.433868454,
INTS2,15,0.440799018,
INTS3,15,0.254979219,
INTS5,15,0.561471384,
INTS6,15,0.365251898,
INTS6L,15,0.482106954,
INTS8,15,0.336895458,
INTU,15,0.377882362,
IP6K1,15,0.75748371,
IPMK,15,0.554741426,
IPO11,15,0.252483816,
IPO13,15,0.362916268,
IPO4,15,0.569013445,
IPO7,15,0.553696176,
IQANK1,15,0.294147632,
IQCN,5,0.308069717,
IQGAP1,15,0.303499055,
IQGAP2,15,0.457281959,
IQGAP3,10,0.395338345,
IQSEC1,14,0.304589763,
IRAK2,15,0.305716031,
IRAK3,15,0.69241102,
IRAK4,15,0.409740672,
IREB2,15,0.659438289,
IRF1,13,0.276530293,
IRF2BP1,15,0.646679968,
IRF2BP2,15,0.736713542,
IRF2BPL,15,0.634633736,
IRF3,15,0.473323644,
IRF6,15,0.518135197,
IRF8,15,0.487693289,
IRF9,15,0.566716317,
IRGQ,15,0.354170342,
IRS1,15,0.284359052,
IRS2,15,0.320891955,
IRX2,15,0.603500335,
ISCA2,15,0.370014922,
ISCU,15,0.469845988,
ISG15,15,0.601683668,
ISLR,15,0.558011892,
ISM1,15,0.508489503,
ISM2,15,0.67840744,
IST1,15,0.670442206,
ISY1,15,0.33819382,
ISYNA1,15,0.470239146,
ITCH,15,0.64813284,
ITFG1,15,0.468345723,
ITGA1,15,0.696781824,
ITGA11,15,0.385076638,
ITGA2,15,0.479088693,
ITGA4,15,0.55711054,
ITGA5,15,0.439059537,
ITGA6,15,0.749284003,
ITGA9,15,0.686701629,
ITGAM,15,0.558045535,
ITGAV,15,0.525235985,
ITGAX,15,0.473287483,
ITGB1,15,0.625314502,
ITGB1BP1,15,0.287834518,
ITGB2,15,0.842037834,
ITGB3,15,0.375924061,
ITGB3BP,15,0.424998213,
ITGB4,11,0.439661354,
ITGB5,15,0.686436368,
ITGB8,15,0.516095811,
ITGBL1,15,0.40081697,
ITM2B,15,0.493179386,
ITM2C,15,0.573321974,
ITPA,15,0.606882409,
ITPK1,15,0.443759481,
ITPKB,15,0.724252777,
ITPKC,15,0.74258512,
ITPR1,15,0.52491351,
ITPR2,15,0.569271164,
ITPRIP,15,0.640824805,
ITPRIPL1,15,0.301105764,
ITPRIPL2,15,0.38712657,
ITSN2,15,0.515456361,
IVD,15,0.286283297,
JADE1,15,0.559903272,
JAG1,15,0.699633328,
JAG2,15,0.3224947,
JAGN1,15,0.483810333,
JAK1,15,0.812085694,
JAK2,15,0.370327307,
JAK3,15,0.418671819,
JAM2,15,0.484214201,
JAM3,15,0.492977915,
JAML,15,0.403243455,
JAZF1,15,0.356803444,
JCAD,15,0.27670197,
JDP2,15,0.620940199,
JHY,15,0.34787767,
JMJD1C,15,0.309871055,
JMY,15,0.521586887,
JOSD1,15,0.35106714,
JOSD2,15,0.377763577,
JPH2,15,0.50864167,
JPT1,15,0.795300629,
JPT2,15,0.475480112,
JRK,15,0.318199043,
JRKL,15,0.383121077,
JTB,15,0.655866737,
JUN,15,0.831659574,
JUNB,15,0.636218558,
JUND,15,0.668886703,
JUP,15,0.714736545,
KANK1,15,0.68053297,
KANK2,15,0.657174657,
KANK3,15,0.644717104,
KANK4,15,0.772824015,
KANSL1L,15,0.326887464,
KANSL2,15,0.599179591,
KANSL3,15,0.415701954,
KANTR,14,0.252651714,
KAT14,13,0.361667191,
KAT2A,15,0.33507025,
KAT5,15,0.695128764,
KAT6A,15,0.750446445,
KAT6B,15,0.388082855,
KAT7,15,0.711170455,
KATNAL1,15,0.614232868,
KATNBL1,14,0.295211952,
KAZN,15,0.707434203,
KBTBD2,15,0.704442427,
KBTBD4,15,0.427072965,
KBTBD6,15,0.536464441,
KBTBD7,15,0.500700133,
KBTBD8,13,0.338127597,
KCMF1,15,0.48052696,
KCND3,15,0.479350258,
KCNE3,15,0.500905914,
KCNE4,15,0.435319445,
KCNE5,15,0.291184439,
KCNIP3,15,0.55484597,
KCNJ16,11,0.456027564,
KCNJ2,9,0.276685473,
KCNJ5,15,0.512193881,
KCNJ6,15,0.580658743,
KCNK12,15,0.648436895,
KCNK3,15,0.469181518,
KCNK5,15,0.664855494,
KCNK6,15,0.373835592,
KCNMA1,15,0.332810299,
KCNS3,15,0.539338449,
KCTD1,15,0.509595934,
KCTD11,15,0.659717905,
KCTD12,15,0.787769933,
KCTD13,15,0.303379602,
KCTD15,15,0.448249321,
KCTD17,15,0.433900365,
KCTD2,15,0.331418859,
KCTD20,15,0.309412196,
KCTD3,15,0.429626335,
KCTD5,6,0.258627814,
KDELC1,15,0.655724328,
KDELC2,15,0.521092855,
KDELR1,15,0.587021062,
KDELR2,15,0.359388313,
KDELR3,15,0.742263448,
KDF1,15,0.690422509,
KDM1B,15,0.429875525,
KDM2A,15,0.681690488,
KDM3A,15,0.719438613,
KDM3B,15,0.62188191,
KDM4B,15,0.641576155,
KDM4C,15,0.269386831,
KDM5A,15,0.373841569,
KDM5B,15,0.747111052,
KDM5C,14,0.648132785,
KDM6A,11,0.633546951,
KDM6B,15,0.263533414,
KDR,15,0.587958147,
KDSR,15,0.600013618,
KEAP1,15,0.314819292,
KHDC4,15,0.389574265,
KHDRBS1,15,0.399545642,
KHNYN,15,0.596693641,
KHSRP,15,0.43376307,
KIAA0232,15,0.80291719,
KIAA0319,14,0.279594873,
KIAA0355,15,0.704981232,
KIAA0391,15,0.444433128,
KIAA0586,15,0.250563289,
KIAA0895,15,0.294717859,
KIAA0895L,15,0.333434949,
KIAA0930,15,0.400405366,
KIAA1147,15,0.628789655,
KIAA1217,15,0.42724098,
KIAA1257,15,0.437041656,
KIAA1328,15,0.593336008,
KIAA1522,15,0.562931718,
KIAA1549,15,0.533978677,
KIAA1551,15,0.321126098,
KIAA1671,15,0.603371598,
KIAA2013,15,0.691395765,
KIAA2026,15,0.771668064,
KIDINS220,15,0.462116169,
KIF11,15,0.661332311,
KIF13A,15,0.274720996,
KIF13B,15,0.352072656,
KIF14,15,0.496919897,
KIF15,15,0.352827968,
KIF17,15,0.262075123,
KIF18A,15,0.394645457,
KIF18B,15,0.491254571,
KIF20A,15,0.515623762,
KIF20B,15,0.412645993,
KIF21A,15,0.479764959,
KIF21B,15,0.44329076,
KIF22,15,0.317925253,
KIF23,15,0.587675737,
KIF27,15,0.535506876,
KIF2C,15,0.614901284,
KIF3A,15,0.567176319,
KIF3C,15,0.414106324,
KIF4A,15,0.697074874,
KIF5B,15,0.76341473,
KIFAP3,15,0.415209853,
KIFC1,15,0.642956022,
KIFC2,9,0.254359191,
KIFC3,15,0.279079408,
KIRREL1,15,0.790652145,
KISS1,15,0.50595889,
KL,15,0.718810015,
KLC1,15,0.361267994,
KLC2,15,0.47931243,
KLC4,15,0.313829798,
KLF10,15,0.444344097,
KLF11,15,0.453140415,
KLF15,10,0.303741673,
KLF16,8,0.424754743,
KLF2,15,0.642001922,
KLF3,15,0.720556391,
KLF4,15,0.543286822,
KLF5,15,0.461873839,
KLF9,15,0.584217817,
KLHDC3,15,0.541971698,
KLHDC8B,15,0.448299763,
KLHL11,15,0.561751788,
KLHL15,15,0.538317562,
KLHL2,15,0.3640389,
KLHL20,15,0.356896916,
KLHL21,15,0.603389654,
KLHL22,15,0.39458675,
KLHL23,15,0.590250322,
KLHL24,15,0.573711741,
KLHL28,15,0.658160657,
KLHL29,14,0.269696632,
KLHL3,15,0.489667179,
KLHL30,15,0.402871108,
KLHL31,15,0.359448288,
KLHL36,14,0.410577594,
KLHL42,15,0.601226983,
KLHL5,15,0.631598024,
KLHL6,15,0.561638286,
KLHL8,15,0.587959997,
KLHL9,15,0.479838291,
KLLN,15,0.328075658,
KLRK1,13,0.29854496,
KMO,15,0.307748599,
KMT2A,15,0.300726249,
KMT2B,15,0.382454069,
KMT2D,15,0.600583757,
KNL1,15,0.512386901,
KNSTRN,15,0.421242529,
KPNA1,15,0.555354805,
KPNA2,15,0.774227474,
KPNA3,15,0.353453984,
KPNA4,15,0.35643457,
KPNA5,14,0.425016815,
KPNB1,11,0.309661674,
KRAS,15,0.550005254,
KRCC1,15,0.307060074,
KREMEN1,15,0.491648172,
KRIT1,15,0.270348238,
KRR1,15,0.366860458,
KRT17,15,0.422226145,
KRT18,15,0.592319223,
KRT19,15,0.743751783,
KRT23,15,0.681597899,
KRT7,15,0.465202689,
KRT8,13,0.384930449,
KRT80,5,0.262985533,
KRT86,15,0.273981601,
KRTAP26-1,15,0.452508929,
KRTCAP2,15,0.425689126,
KSR1,15,0.530190503,
KTI12,15,0.347647795,
KXD1,15,0.493024324,
KYAT1,15,0.343620211,
KYNU,15,0.327484134,
L1TD1,15,0.579605135,
L2HGDH,15,0.380586658,
LACC1,13,0.391147385,
LAD1,15,0.689609075,
LAGE3,15,0.40969808,
LAMA2,15,0.766368603,
LAMA4,15,0.788042705,
LAMA5,15,0.43747476,
LAMB1,15,0.726420077,
LAMB2,11,0.29607728,
LAMB4,5,0.296873481,
LAMC1,15,0.650030578,
LAMP1,15,0.508635617,
LAMP3,15,0.324163541,
LAMTOR1,15,0.491484491,
LAMTOR2,15,0.507468846,
LAMTOR3,15,0.528834193,
LAMTOR4,15,0.580664163,
LAMTOR5,15,0.365056833,
LANCL1,15,0.595996056,
LANCL2,15,0.26435934,
LAPTM5,15,0.861403307,
LARGE1,15,0.463396258,
LARGE2,15,0.80641862,
LARP1,15,0.641653294,
LARP1B,15,0.594499065,
LARP4,15,0.277305653,
LARP6,15,0.290971212,
LAT2,15,0.543759457,
LATS1,15,0.86544343,
LAYN,14,0.414285495,
LBH,15,0.35640193,
LBR,15,0.65536006,
LBX2,15,0.275576736,
LCA5,15,0.392568528,
LCAT,15,0.400182053,
LCMT1,15,0.297703978,
LCOR,15,0.868328997,
LCORL,6,0.302933966,
LDB1,15,0.32625068,
LDHA,15,0.719433201,
LDHB,15,0.680194613,
LDHD,15,0.484292033,
LDLR,13,0.35239815,
LDLRAD3,15,0.430724572,
LDLRAP1,15,0.425862435,
LEF1,15,0.352288449,
LEMD2,15,0.286594048,
LEMD3,15,0.611802616,
LEP,15,0.687347481,
LFNG,15,0.599062202,
LGALS1,15,0.811541648,
LGALS16,15,0.468136235,
LGALS3,15,0.521598864,
LGALS3BP,15,0.597978525,
LGALS8,15,0.411518455,
LGALS9,15,0.762638309,
LGI2,15,0.537778042,
LGR4,15,0.31492569,
LGR5,15,0.778933252,
LHFPL5,13,0.288777189,
LHFPL6,15,0.734764966,
LHX4,15,0.580795459,
LIFR,15,0.43575488,
LIG4,15,0.343170998,
LIMD1,15,0.609578171,
LIMD2,15,0.566257137,
LIMK1,15,0.426914364,
LIMK2,15,0.657212352,
LIMS2,15,0.357223688,
LIN28B,15,0.345545656,
LIN37,15,0.57808231,
LIN54,15,0.706012794,
LIN7A,15,0.312103598,
LIN7C,15,0.680566027,
LIN9,15,0.381186676,
LINC00475,15,0.27157831,
LINC00643,15,0.331683671,
LINC00672,15,0.326040827,
LINC00869,15,0.304942554,
LINC00888,15,0.37498527,
LINC01347,14,0.296142419,
LINGO1,15,0.431435841,
LIPG,15,0.58097829,
LITAF,15,0.265124727,
LIX1L,15,0.79121076,
LLGL1,15,0.432414981,
LLGL2,15,0.254468182,
LMAN2,15,0.367256118,
LMAN2L,15,0.347585251,
LMBRD1,15,0.443058321,
LMBRD2,15,0.470284096,
LMF2,15,0.437320356,
LMNA,15,0.64388146,
LMNB1,15,0.705636196,
LMNB2,15,0.580213132,
LMO2,15,0.556308119,
LMO4,15,0.552582426,
LMOD1,15,0.647004146,
LMTK2,15,0.425804078,
LMTK3,9,0.296826998,
LNP1,15,0.380081907,
LNPEP,15,0.86966785,
LNPK,15,0.377313008,
LNX2,15,0.707400408,
LONP1,15,0.526847335,
LONP2,15,0.424898613,
LONRF1,15,0.271992132,
LONRF2,15,0.444327409,
LOX,15,0.508978984,
LOXL1,15,0.482203006,
LOXL2,15,0.584478362,
LOXL3,15,0.453359861,
LOXL4,15,0.2955399,
LPAR1,15,0.724198725,
LPAR5,15,0.704600407,
LPCAT2,15,0.553489804,
LPCAT3,15,0.349663836,
LPCAT4,15,0.542192519,
LPGAT1,15,0.287609079,
LPIN2,15,0.574600753,
LPL,4,0.270141153,
LPXN,15,0.378548287,
LRCH1,15,0.303236096,
LRCH2,15,0.510303014,
LRCH4,15,0.641044275,
LRIF1,15,0.684326129,
LRIG1,15,0.304467236,
LRIG2,15,0.426116459,
LRMP,11,0.387273453,
LRP1,15,0.287959931,
LRP10,15,0.35318327,
LRP11,15,0.512021845,
LRP12,15,0.312697888,
LRP2,15,0.567034731,
LRP4,15,0.370515914,
LRP5,15,0.788398327,
LRP8,15,0.283989717,
LRPAP1,15,0.391505874,
LRRC1,15,0.779039869,
LRRC14,14,0.298765376,
LRRC25,15,0.692839341,
LRRC3,15,0.410506064,
LRRC32,15,0.289489519,
LRRC36,15,0.384357117,
LRRC4,15,0.336337528,
LRRC41,15,0.603193949,
LRRC42,15,0.545765112,
LRRC45,15,0.603720761,
LRRC47,15,0.355529016,
LRRC57,15,0.324682182,
LRRC58,15,0.455034062,
LRRC59,15,0.56474393,
LRRC61,15,0.418925185,
LRRC70,10,0.272037573,
LRRC75A,15,0.534098805,
LRRC8A,15,0.512605622,
LRRC8B,14,0.374220061,
LRRC8C,15,0.713113344,
LRRC8D,15,0.449193195,
LRRC8E,15,0.310296523,
LRRCC1,15,0.483390663,
LRRFIP1,15,0.72228479,
LRRFIP2,15,0.265872197,
LRRK1,15,0.468331585,
LRRK2,15,0.467005518,
LRSAM1,15,0.348415679,
LSM1,15,0.281030119,
LSM11,15,0.41770175,
LSM12,15,0.254721323,
LSM2,15,0.349373577,
LSM3,15,0.452671766,
LSM4,15,0.414613465,
LSM5,15,0.474648649,
LSM7,15,0.641067089,
LSM8,15,0.383561503,
LSP1,15,0.441194008,
LTA4H,15,0.587887523,
LTBP2,15,0.786135835,
LTBP3,15,0.479096676,
LTBP4,15,0.689441064,
LTBR,15,0.340102092,
LTN1,15,0.570803967,
LUC7L2,15,0.575739363,
LUM,15,0.787438677,
LURAP1,15,0.322141864,
LURAP1L,15,0.654731365,
LUZP1,15,0.294764056,
LVRN,12,0.264479748,
LXN,15,0.295738509,
LY6E,15,0.56147482,
LYAR,15,0.473706885,
LYN,15,0.77703318,
LYPD6,15,0.665765486,
LYPLA1,15,0.612303813,
LYPLAL1,15,0.433886053,
LYRM2,15,0.447017785,
LYRM7,15,0.27205157,
LYSMD1,15,0.354494494,
LYSMD2,15,0.514663967,
LYSMD3,15,0.63915743,
LYST,13,0.252517836,
LYVE1,15,0.665629884,
LZIC,15,0.570301803,
LZTFL1,15,0.334472621,
LZTS2,15,0.290189848,
LZTS3,15,0.514721283,
MACC1,15,0.259565173,
MAD2L1,15,0.535551644,
MAD2L1BP,15,0.330048774,
MAD2L2,15,0.323718729,
MADD,15,0.445435062,
MAEA,15,0.544796156,
MAF,15,0.709313148,
MAF1,15,0.583535544,
MAFA,15,0.27010632,
MAFB,15,0.776965544,
MAFF,15,0.66120781,
MAFG,15,0.618853357,
MAFK,15,0.74224461,
MAGEA10,15,0.468689836,
MAGEA11,10,0.318742847,
MAGEA8,15,0.265453117,
MAGED1,15,0.779402905,
MAGEF1,15,0.275644541,
MAGEH1,15,0.406718382,
MAGEL2,15,0.375461583,
MAGI3,15,0.558953653,
MAGOH,15,0.397894709,
MAGOHB,15,0.264953877,
MAIP1,15,0.302820918,
MAL,14,0.25910577,
MAL2,15,0.308541017,
MALSU1,15,0.359160654,
MALT1,15,0.253764431,
MAMDC2,15,0.526124892,
MAML2,15,0.634972226,
MAN1A1,15,0.55696302,
MAN1A2,15,0.772674928,
MAN1B1,15,0.367689056,
MAN1C1,15,0.8344605,
MAN2A1,15,0.534008495,
MAN2A2,15,0.562096503,
MANBAL,15,0.338122034,
MANEA,15,0.273068601,
MANF,15,0.475675304,
MANSC1,15,0.258051102,
MAOA,15,0.49308577,
MAP10,14,0.2534281,
MAP1B,15,0.728908527,
MAP1LC3A,15,0.363848267,
MAP1LC3B,15,0.622273885,
MAP2K1,15,0.385659574,
MAP2K2,15,0.543676265,
MAP2K7,15,0.565777473,
MAP3K1,15,0.607257117,
MAP3K11,15,0.537633473,
MAP3K2,15,0.749965463,
MAP3K20,15,0.698880522,
MAP3K3,15,0.682191185,
MAP3K4,11,0.322201508,
MAP3K5,15,0.523889696,
MAP3K7,15,0.626968455,
MAP3K8,15,0.594313035,
MAP7,15,0.564764623,
MAP7D1,15,0.403845894,
MAP7D2,15,0.619806929,
MAP7D3,15,0.469278424,
MAP9,15,0.452823099,
MAPK1,15,0.29874713,
MAPK10,6,0.253547494,
MAPK11,15,0.626290266,
MAPK12,15,0.393679737,
MAPK13,15,0.378992091,
MAPK14,15,0.484085461,
MAPK1IP1L,5,0.363348176,
MAPK3,15,0.553422043,
MAPK4,14,0.304617497,
MAPK8IP1,14,0.25589556,
MAPK8IP3,15,0.406682042,
MAPKAP1,15,0.362294431,
MAPKAPK2,15,0.354699399,
MAPRE2,15,0.70161097,
MARCKS,15,0.629246028,
MARF1,15,0.495589201,
MARK2,15,0.739377638,
MARS2,15,0.511919345,
MARVELD1,15,0.574664209,
MARVELD3,15,0.445116097,
MASP1,14,0.305140089,
MAST2,12,0.262856024,
MAST3,15,0.450012519,
MAT2A,15,0.411586343,
MATN2,15,0.656820674,
MATN3,15,0.25297549,
MAU2,15,0.541853424,
MAVS,15,0.696778945,
MB21D2,15,0.509118739,
MBD1,15,0.566577132,
MBD2,15,0.440059797,
MBD3,15,0.535979361,
MBD6,15,0.501967351,
MBLAC2,15,0.417665222,
MBNL1,12,0.545883364,
MBNL2,15,0.551241146,
MBNL3,14,0.596513101,
MBOAT2,15,0.426407928,
MBP,15,0.452549026,
MBTPS1,15,0.403664097,
MC1R,15,0.628541654,
MCAM,15,0.654478852,
MCAT,15,0.398158083,
MCC,15,0.49447721,
MCF2L,15,0.250741257,
MCFD2,15,0.604920586,
MCL1,15,0.695062319,
MCM2,15,0.794675276,
MCM3,15,0.823807831,
MCM5,15,0.611006203,
MCM6,15,0.735921936,
MCM7,15,0.613818781,
MCM9,15,0.369881009,
MCMBP,15,0.526216047,
MCOLN1,13,0.265391178,
MCPH1,15,0.263290784,
MCRIP1,15,0.35880089,
MCRIP2,15,0.536283596,
MCRS1,15,0.52194691,
MCTP1,15,0.529477257,
MCTS1,15,0.421719977,
MDFI,15,0.399702861,
MDFIC,15,0.380229299,
MDH2,15,0.38301691,
MDK,15,0.306361863,
MDM4,15,0.434560321,
ME2,15,0.690615556,
ME3,15,0.260698449,
MEA1,15,0.422013998,
MEAF6,15,0.299627518,
MECOM,15,0.69947702,
MED1,15,0.478004763,
MED11,15,0.43708493,
MED12L,15,0.581502753,
MED13,15,0.806788149,
MED13L,15,0.577794284,
MED15,15,0.316265686,
MED16,14,0.30131238,
MED19,15,0.426507433,
MED20,11,0.264628208,
MED21,15,0.446230766,
MED22,15,0.327661903,
MED23,15,0.372825776,
MED27,15,0.322378414,
MED30,15,0.440985593,
MED6,15,0.467694249,
MED8,15,0.33130961,
MED9,15,0.27262818,
MEF2D,15,0.472880433,
MEFV,15,0.408609482,
MEGF6,15,0.394936443,
MEGF8,15,0.509455548,
MEGF9,15,0.587793382,
MEIS1,15,0.509045478,
MEIS2,15,0.371959523,
MEIS3,15,0.436403188,
MELK,15,0.630140294,
MELTF,15,0.284818406,
MEMO1,15,0.496333766,
MEN1,15,0.406600999,
MEOX2,15,0.6903987,
MEPCE,15,0.574435311,
MERTK,15,0.342919123,
MESD,15,0.363408257,
MEST,15,0.734014738,
MET,15,0.599911746,
METAP1,15,0.465889325,
METRN,15,0.513771271,
METRNL,14,0.255111651,
METTL21A,15,0.301124386,
METTL26,15,0.485324931,
METTL7A,15,0.575793331,
METTL8,7,0.264137368,
MEX3B,15,0.490015495,
MEX3C,15,0.431093871,
MEX3D,15,0.412154774,
MFAP1,14,0.478006716,
MFAP3L,15,0.484654306,
MFAP4,15,0.57145322,
MFF,15,0.258815599,
MFGE8,15,0.721011085,
